gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Label
CG12822,498.0121722,0.208711046,1.450100083,0.143928718,0.885556758,0.970624717,
gem,6.752897496,-0.539596595,3.750473897,-0.143874244,0.885599775,0.970624717,
CG30109,194.1132256,-0.269978875,1.879102948,-0.143674339,0.885757635,0.970624717,
eIF2Bepsilon,887.4682705,0.263999415,1.835427748,0.143835362,0.885630478,0.970624717,
spoon,1511.876012,0.222737426,1.539236946,0.144706393,0.884942691,0.970624717,
CG3847,546.1947056,0.225200073,1.567403008,0.143677198,0.885755377,0.970624717,
CG13082,566.1956134,-0.208694805,1.454105678,-0.143521071,0.885878671,0.970624717,
ND-39,3234.864749,0.059989099,0.418662416,0.14328752,0.886063112,0.970649934,
nudC,1415.447043,0.185890507,1.30540229,0.142400935,0.886763324,0.970653318,
kune,4175.208011,-0.046159055,0.323022451,-0.142897358,0.886371245,0.970653318,
Fatp3,21.40032373,0.530710823,3.734015028,0.142128732,0.886978323,0.970653318,
CG11178,360.6809964,-0.161756676,1.141957772,-0.141648562,0.887357607,0.970653318,
Spt7,110.1745578,0.376858852,2.653985482,0.14199733,0.887082115,0.970653318,
LManI,117.3754311,0.506193397,3.542952244,0.142873333,0.886390219,0.970653318,
mTTF,281.9106283,0.259469671,1.829496206,0.14182575,0.887217644,0.970653318,
Coq3,159.4448285,-0.25605865,1.796113008,-0.142562661,0.886635588,0.970653318,
CG3709,327.5413977,0.313099794,2.217233557,0.141211914,0.887702534,0.970787102,
CG15387,375.3918382,0.11336656,0.803533849,0.141084984,0.887802806,0.970787102,
CG42324,3.917900152,-0.517451528,3.678132697,-0.140683214,0.888120207,0.970957601,
lncRNA:CR33963,235.459816,0.277768117,1.978598601,0.14038629,0.88835479,0.971037511,
sas,295.0920989,0.13205214,0.950762186,0.13889082,0.889536425,0.971057286,
CG5220,392.9970161,-0.070862639,0.507647792,-0.139590165,0.888983811,0.971057286,
CG5382,1162.855248,0.146687761,1.061582049,0.138178449,0.890099387,0.971057286,
RabX5,154.924247,-0.4101613,2.96122371,-0.138510744,0.889836779,0.971057286,
rasp,1551.726647,0.12056448,0.872926388,0.138115289,0.890149303,0.971057286,
TyrRS,455.5990758,0.247521149,1.786827154,0.138525513,0.889825107,0.971057286,
SdhB,797.6671893,0.088201522,0.633431951,0.139243879,0.889257436,0.971057286,
GstT2,142.5349414,0.263443938,1.894762232,0.139037993,0.889420126,0.971057286,
CG16721,330.969656,0.313209392,2.267339615,0.138139602,0.890130088,0.971057286,
galectin,444.128346,-0.257584127,1.853522737,-0.138970039,0.889473825,0.971057286,
borr,450.180261,-0.183151428,1.311235048,-0.139678563,0.888913964,0.971057286,
Klc,774.7205247,-0.211174139,1.533880749,-0.137673114,0.890498769,0.971262307,
CG4860,299.1296977,-0.243611087,1.775187285,-0.137231203,0.890848048,0.971303987,
CG6607,416.2410366,-0.205280059,1.541954285,-0.133129795,0.894090731,0.971303987,
CG11857,1385.253289,0.097503575,0.726695344,0.134173936,0.893265036,0.971303987,
Gen,280.3991309,-0.264039601,1.946180277,-0.13567068,0.892081627,0.971303987,
RhoGEF4,249.106141,-0.405334739,3.038148744,-0.133415041,0.893865151,0.971303987,
FoxK,77.18702482,0.280120468,2.09056653,0.133992611,0.893408417,0.971303987,
CG32109,387.1927388,0.081836731,0.605791788,0.135090526,0.892540301,0.971303987,
snoRNA:Me28S-A774a,10.38388357,-0.502919557,3.741552249,-0.134414682,0.893074672,0.971303987,
CG32137,313.5387456,-0.119170074,0.876692054,-0.135931509,0.891875426,0.971303987,
Tsp74F,186.4896661,-0.265353108,1.965650529,-0.134995059,0.892615781,0.971303987,
CG11170,71.7689445,-0.503643413,3.691874544,-0.136419428,0.891489716,0.971303987,
CG11275,1414.209238,0.251998212,1.879231912,0.134096388,0.893326356,0.971303987,
CG14805,693.5991049,0.261048333,1.937530359,0.134732512,0.892823366,0.971303987,
stx,119.3227347,-0.257220214,1.875633959,-0.137137747,0.890921917,0.971303987,
rho-4,446.5539786,-0.22236045,1.642839691,-0.135351277,0.892334145,0.971303987,
CG11562,349.2521038,0.076430534,0.574036746,0.133145717,0.89407814,0.971303987,
cpb,1664.771037,0.070149492,0.512329372,0.136922644,0.89109194,0.971303987,
Pgant5,396.5925907,0.182051819,1.358184344,0.134040582,0.893370484,0.971303987,
CG6415,32.68317192,-0.498805918,3.730240465,-0.133719508,0.893624379,0.971303987,
CG5446,816.0568352,-0.212306934,1.586738627,-0.133800823,0.893560076,0.971303987,
Zip102B,2885.042358,0.085119086,0.630485888,0.135005537,0.892607497,0.971303987,
gw,937.020306,-0.12939324,0.964481429,-0.134158353,0.893277358,0.971303987,
crb,91.50408084,0.356143569,2.680565026,0.13286138,0.89430301,0.971359104,
cdi,211.7175192,-0.144956072,1.096758628,-0.132167706,0.894851644,0.971428585,
lin-52,411.3692915,-0.081902599,0.618902397,-0.132335244,0.894719132,0.971428585,
UBL3,688.9014224,0.193882595,1.464000753,0.132433399,0.894641499,0.971428585,
CG8765,76.51132074,0.402212683,3.05736604,0.131555292,0.89533605,0.971711147,
COX8,3448.186458,-0.042945443,0.326755181,-0.13143003,0.895435134,0.971711147,
nom,195.0634442,0.123851949,0.968224777,0.127916525,0.898215033,0.971802985,
CG12948,681.6038032,0.184231998,1.447889712,0.127241734,0.898749074,0.971802985,
CG6254,222.9691665,0.234948797,1.854779427,0.126672096,0.899199932,0.971802985,
CG31495,163.5351888,-0.35243449,2.701022455,-0.130481881,0.896185188,0.971802985,
Non3,861.3847034,0.093140717,0.728292662,0.127889133,0.898236711,0.971802985,
EloB,1098.236062,0.088476686,0.689548889,0.128310968,0.897902885,0.971802985,
TfIIA-S,998.768095,-0.10986674,0.860753812,-0.127640143,0.898433761,0.971802985,
CG1896,198.7073741,0.184626317,1.452672276,0.127094266,0.898865789,0.971802985,
CG10467,98.42429996,0.329998501,2.600450668,0.126900504,0.899019147,0.971802985,
GstS1,5384.497485,-0.076307153,0.600414735,-0.12709074,0.89886858,0.971802985,
CG4853,378.1406188,0.23195797,1.80310041,0.128643956,0.897639383,0.971802985,
CG5098,82.37005178,-0.476754016,3.655132179,-0.130434138,0.896222959,0.971802985,
18w,92.09943829,-0.313362067,2.415913364,-0.129707493,0.896797854,0.971802985,
CG33228,180.466638,-0.168662901,1.330260523,-0.126789375,0.899107105,0.971802985,
Myc,547.4409391,0.147746168,1.131267582,0.130602318,0.896089909,0.971802985,
AgmNAT,59.14698838,0.363571784,2.806686501,0.129537725,0.896932176,0.971802985,
C3G,62.96047619,0.302577949,2.331912251,0.129755289,0.896760038,0.971802985,
bys,1085.032209,-0.234081779,1.84300952,-0.127010618,0.898931994,0.971802985,
Ten-a,639.4491602,-0.090215896,0.7122532,-0.126662675,0.899207389,0.971802985,
CG4880,426.4782131,0.190994441,1.464965482,0.130374704,0.896269979,0.971802985,
Tom70,628.2872714,0.198153433,1.564592682,0.126648575,0.899218549,0.971802985,
CG10268,188.0932372,-0.231830739,1.830840288,-0.126625321,0.899236955,0.971802985,
Thd1,98.33061585,0.247855552,1.952003031,0.126974983,0.898960199,0.971802985,
pnt,661.3702926,-0.074909305,0.593984977,-0.126113131,0.899642374,0.972066414,
lncRNA:CR45217,6.795484434,0.466674078,3.752952457,0.124348518,0.901039333,0.972876551,
CG9231,941.715211,-0.096764767,0.77787984,-0.124395519,0.901002121,0.972876551,
Imp,330.5609724,0.086819611,0.698100421,0.124365504,0.901025885,0.972876551,
l(2)37Cg,597.5949956,-0.089604181,0.717561273,-0.124873212,0.900623926,0.972876551,
CG12975,770.4021333,-0.161260884,1.300580203,-0.123991495,0.901322009,0.973007045,
Prp18,339.9078882,-0.230697495,1.879944019,-0.122715087,0.902332716,0.973096393,
CG10907,378.7686325,0.152238234,1.231411606,0.123629039,0.901608999,0.973096393,
unc-104,4.531182609,0.464393229,3.766963427,0.123280525,0.901884962,0.973096393,
CG11417,425.4198248,0.21662225,1.766027822,0.122660724,0.902375767,0.973096393,
sesB,13084.47987,-0.048351841,0.392274522,-0.123260212,0.901901047,0.973096393,
wol,559.4546049,0.242941149,1.980468118,0.122668548,0.902369571,0.973096393,
CG15611,526.7616765,0.216128238,1.769614951,0.122132918,0.902793752,0.973198069,
CG42271,53.13896349,-0.338521083,2.769589945,-0.122227871,0.902718554,0.973198069,
GCC88,241.8538913,-0.222678802,1.841056271,-0.120951654,0.903729328,0.973804491,
abd-A,497.2691813,0.254352443,2.099187134,0.121167112,0.903558673,0.973804491,
CG17977,117.4929036,0.215151005,1.780915545,0.120809213,0.903842153,0.973804491,
Snx27,8.101225869,0.44937076,3.7483863,0.119883791,0.904575205,0.973856859,
CG2116,355.1306945,-0.278802428,2.327855333,-0.119767936,0.904666983,0.973856859,
CG8974,1390.793432,-0.063140695,0.527937292,-0.119598854,0.904800927,0.973856859,
CG16700,162.1115572,-0.36819926,3.057552296,-0.120422882,0.904148166,0.973856859,
pie,308.1440026,-0.18511106,1.548772822,-0.119521119,0.90486251,0.973856859,
CG4455,1074.220926,0.191198921,1.595746644,0.119817843,0.904627447,0.973856859,
CG12123,91.97539234,0.320840007,2.704982002,0.118610773,0.90558373,0.974284302,
Akap200,7945.291375,0.058415063,0.49220309,0.118680814,0.905528237,0.974284302,
CG3226,1169.198325,0.073472344,0.627428954,0.117100659,0.906780288,0.975222656,
l(2)05287,307.8332583,0.210923119,1.80069637,0.117134195,0.906753713,0.975222656,
TfIIFbeta,287.0883509,0.238364739,2.051316349,0.116200867,0.907493349,0.975479507,
mRpL40,274.701999,-0.123946845,1.079682019,-0.114799398,0.908604127,0.975479507,
CCT3,3191.110866,0.066030201,0.57458235,0.114918604,0.908509639,0.975479507,
SdhD,1103.21853,-0.047159642,0.408884039,-0.115337449,0.908177656,0.975479507,
Ets97D,428.2867264,-0.156617987,1.352101285,-0.115833029,0.907784874,0.975479507,
mRRF1,264.4319839,0.179401972,1.54270083,0.116290838,0.907422047,0.975479507,
RpL12,2508.128346,-0.043728103,0.381064902,-0.114752378,0.908641397,0.975479507,
CG9380,144.8641261,-0.181142643,1.57037315,-0.115350064,0.908167658,0.975479507,
CG7110,115.2617153,-0.317743391,2.738104111,-0.116045036,0.907616849,0.975479507,
CG11076,1337.939771,-0.103404986,0.89689981,-0.115291569,0.908214021,0.975479507,
Cpr78E,135.4522409,0.228659125,2.004213754,0.114089191,0.909167091,0.975521363,
deltaCOP,2430.69009,0.177582901,1.551300666,0.114473554,0.908862409,0.975521363,
l(2)37Cd,64.03746407,-0.260630446,2.281004709,-0.114261248,0.909030701,0.975521363,
Mulk,894.6399372,-0.192923191,1.698241524,-0.11360174,0.909553508,0.975761864,
CG40160,1449.896295,0.18173746,1.60876103,0.112967344,0.910056445,0.976074991,
RapGAP1,257.9070806,0.174781776,1.549153425,0.112824058,0.910170044,0.976074991,
mRpL12,456.7575352,0.19987929,1.781332618,0.11220773,0.9106587,0.976424886,
Nelf-A,53.88570178,0.252049005,2.263744357,0.111341638,0.911345438,0.976812856,
Hydr2,610.0377208,0.173317023,1.556190123,0.111372654,0.911320844,0.976812856,
CG2926,162.7111078,0.210076386,1.89173065,0.11104984,0.911576825,0.976886731,
kkv,116.1713657,0.249329459,2.275730338,0.109560195,0.912758181,0.976987042,
spz,11.41331907,0.377100458,3.473597767,0.108561924,0.913549962,0.976987042,
DIP2,310.8261895,0.237651088,2.15862711,0.110093627,0.912335122,0.976987042,
IntS10,45.5846116,-0.261517279,2.415449779,-0.108268564,0.913782658,0.976987042,
smid,566.1375056,-0.196684341,1.781519811,-0.110402556,0.912090126,0.976987042,
CG3552,105.6173038,-0.264266025,2.396122924,-0.11028901,0.912180173,0.976987042,
lncRNA:CR45233,9.735868675,-0.370681213,3.408099952,-0.108764772,0.913389066,0.976987042,
CG7484,339.178618,-0.086827903,0.791036799,-0.109764683,0.912596001,0.976987042,
CG44774,127.8170421,-0.196560194,1.805356294,-0.108876123,0.913300745,0.976987042,
Rab40,135.5118536,-0.388472038,3.581421455,-0.108468674,0.913623928,0.976987042,
mRNA-cap,135.8936095,-0.257748661,2.363699074,-0.109044617,0.913167102,0.976987042,
CG8188,964.8494976,-0.091203679,0.842003557,-0.108317452,0.91374388,0.976987042,
Myo31DF,120.9216171,0.262713403,2.397205968,0.109591502,0.91273335,0.976987042,
gzl,286.0040917,-0.244193224,2.315176063,-0.105475012,0.915998897,0.977118263,
CG14683,628.2438009,0.192962371,1.832162758,0.105319448,0.916122331,0.977118263,
CG5608,342.8293149,0.218071055,2.027054361,0.10758027,0.914328649,0.977118263,
CG18600,916.3618689,-0.07677819,0.726458815,-0.10568829,0.915829671,0.977118263,
msd5,440.1575696,-0.156473356,1.492544011,-0.104836678,0.916505406,0.977118263,
asRNA:CR43481,7.715913042,-0.393250188,3.747303449,-0.104942179,0.91642169,0.977118263,
CG32099,63.90451063,-0.292840826,2.753948313,-0.106334903,0.91531664,0.977118263,
Vps36,253.8357762,-0.280591636,2.662026095,-0.105405291,0.916054218,0.977118263,
Glg1,194.0035636,0.316769106,3.020116098,0.1048864,0.91646595,0.977118263,
AGO3,115.0765347,-0.291016533,2.719350563,-0.107016924,0.914775553,0.977118263,
CG8399,1121.260158,0.16735359,1.585199141,0.105572597,0.915921468,0.977118263,
CG14478,1407.935297,0.053944935,0.506393085,0.106527788,0.915163609,0.977118263,
Phk-3,853.1445857,-0.102778631,0.979230502,-0.104958568,0.916408685,0.977118263,
CG2794,289.0688367,0.141638702,1.34127206,0.105600278,0.915899504,0.977118263,
CG17104,258.9698119,0.228082157,2.156490286,0.105765446,0.915768453,0.977118263,
CG1674,72.17760324,0.396256155,3.727569739,0.106304156,0.915341034,0.977118263,
osa,176.7639525,0.193364806,1.849148917,0.104569624,0.916717319,0.977170935,
Smurf,112.6142974,-0.289078177,2.77370369,-0.104221002,0.916993968,0.977274834,
Setd3,234.1823275,-0.190660644,1.832620295,-0.104037178,0.917139845,0.977274834,
CG31809,35.25769759,-0.386434209,3.729860895,-0.103605528,0.9174824,0.977466632,
CG34288,67.12055729,-0.320918879,3.121025858,-0.102824806,0.918102017,0.977953486,
Atg12,137.5689889,0.26934029,2.633287935,0.102282886,0.918532139,0.978065123,
Nrg,665.7525061,0.075039287,0.732805074,0.102400065,0.918439132,0.978065123,
CG1764,211.7388907,0.181728051,1.789512085,0.101551732,0.919112494,0.978336595,
CG9664,71.13667013,0.258507678,2.544477445,0.101595586,0.919077683,0.978336595,
CG31249,501.4616998,-0.178935483,1.787483538,-0.100104689,0.920261213,0.978348992,
mbc,45.97282278,-0.315763537,3.132029132,-0.100817561,0.919695286,0.978348992,
wac,335.0401929,-0.155344521,1.538034964,-0.101001944,0.919548917,0.978348992,
vih,895.2727357,-0.182562612,1.842621324,-0.099077662,0.921076608,0.978348992,
hpRNA:CR32207,4.223583069,-0.379623515,3.765722645,-0.100810269,0.919701075,0.978348992,
CG2064,680.5342378,-0.192106344,1.912673388,-0.100438656,0.919996082,0.978348992,
Fbl6,169.8105457,0.254745435,2.570977865,0.099085036,0.921070753,0.978348992,
Gmer,1083.937616,-0.066415694,0.669039712,-0.099270181,0.920923753,0.978348992,
Eglp2,78.23637808,-0.371589388,3.705705825,-0.100274929,0.920126061,0.978348992,
Chrac-14,228.894647,-0.180822549,1.819374217,-0.099387222,0.920830828,0.978348992,
Dif,72.94381661,0.283256632,2.852146864,0.099313481,0.920889375,0.978348992,
PMCA,1881.788094,0.061664942,0.617260236,0.099901043,0.920422888,0.978348992,
VhaAC45,1852.31133,0.05409532,0.548898925,0.098552425,0.921493646,0.978619091,
Su(P),461.2851948,0.126342086,1.299760791,0.097204106,0.922564307,0.978891685,
EcR,291.9407229,0.178173639,1.830328991,0.097345144,0.922452307,0.978891685,
Tip60,243.5701273,-0.285601153,2.923889793,-0.097678495,0.922187593,0.978891685,
CG31922,55.95857962,-0.18630593,1.910810567,-0.097500994,0.922328545,0.978891685,
mre11,556.0055932,0.099369766,1.021892534,0.097240916,0.922535076,0.978891685,
srl,361.2906482,0.145905026,1.582787239,0.092182336,0.926553172,0.979969827,
CG1129,401.4164372,-0.165312949,1.793732446,-0.092161431,0.926569781,0.979969827,
kra,13171.39633,-0.048616887,0.53527385,-0.090826195,0.927630696,0.979969827,
CG17202,843.1953241,0.142904429,1.573062031,0.090844751,0.927615951,0.979969827,
Tm2,216.0997324,0.173770945,1.928047687,0.090127929,0.928185555,0.979969827,
gish,1005.0878,-0.068385236,0.740012794,-0.092410883,0.926371593,0.979969827,
RhoGAP93B,87.36045907,0.145433707,1.591369073,0.09138905,0.927183462,0.979969827,
CG31457,69.57597834,-0.26992158,2.830721881,-0.095354327,0.924033392,0.979969827,
Pcd,480.4372971,-0.063857321,0.70889081,-0.090080617,0.928223152,0.979969827,
CG7974,78.27298036,-0.216714262,2.341773474,-0.092542795,0.926266792,0.979969827,
CG3335,402.5165275,-0.211939235,2.323001004,-0.091235103,0.927305783,0.979969827,
CG11811,1256.871603,0.152690075,1.682764716,0.090737626,0.927701073,0.979969827,
snoRNA:Me28S-A774b,5.438811099,-0.345495979,3.75659556,-0.091970502,0.926721476,0.979969827,
hid,26.38136933,0.211386682,2.326388029,0.090864757,0.927600054,0.979969827,
CG14570,15.88958863,-0.292439691,3.250215029,-0.08997549,0.928306692,0.979969827,
CanB2,2358.629127,0.09785842,1.028421861,0.095153967,0.924192533,0.979969827,
CG8229,27.55484735,-0.275679436,3.03655375,-0.090786944,0.927661884,0.979969827,
CG30001,148.461542,0.247069814,2.642694687,0.093491622,0.925513005,0.979969827,
CG11777,121.418745,0.246180785,2.696456912,0.091297875,0.927255907,0.979969827,
Mtor,214.3917985,0.143763295,1.522486503,0.094426647,0.924770249,0.979969827,
spt4,639.8290152,-0.07284516,0.784620691,-0.092841243,0.926029686,0.979969827,
snoRNA:2R:9445410,21.14872558,0.342674691,3.733773569,0.091777041,0.926875186,0.979969827,
CG11200,1639.70098,-0.06828206,0.733825619,-0.093049437,0.925864287,0.979969827,
CG14442,480.3551515,-0.07520002,0.816487337,-0.092101882,0.926617093,0.979969827,
Gip,386.4137613,0.162928213,1.801988478,0.09041579,0.927956809,0.979969827,
CG11164,371.5673458,0.165160966,1.767355758,0.093450889,0.925545364,0.979969827,
Rip11,90.02205069,-0.248508351,2.708392614,-0.091754921,0.926892761,0.979969827,
Stt3A,1997.672686,0.098442717,1.092908882,0.090074039,0.928228379,0.979969827,
CG5846,252.3917785,-0.175084644,1.919790349,-0.091199877,0.927333773,0.979969827,
mTerf5,238.3950806,0.205756872,2.299847951,0.089465424,0.928712031,0.980053605,
NimB4,56.56117306,-0.258612719,2.888453612,-0.089533277,0.928658108,0.980053605,
strat,581.1650448,-0.097479064,1.097420595,-0.088825619,0.929220497,0.980418117,
Wdr33,314.9649254,0.156571407,1.807276304,0.086633907,0.930962513,0.981380535,
CG6664,520.9962516,-0.165042938,1.909203685,-0.086445956,0.931111916,0.981380535,
tsu,864.4395796,0.063541964,0.729876907,0.087058466,0.930625039,0.981380535,
sel,1176.784671,-0.078805954,0.910763074,-0.086527393,0.931047182,0.981380535,
roh,1384.501233,0.054689693,0.632087896,0.086522291,0.931051237,0.981380535,
RhoGAP1A,201.2291537,-0.198511184,2.286550365,-0.086816887,0.930817065,0.981380535,
CG17272,288.9731581,0.148723564,1.773215003,0.083872268,0.933157989,0.981592768,
Vps2,840.1307557,0.081377408,0.960924777,0.084686554,0.932510586,0.981592768,
Inx3,2285.21467,-0.055499109,0.661393735,-0.08391236,0.933126112,0.981592768,
CG5290,114.0110505,0.248408331,2.903106115,0.085566397,0.931811112,0.981592768,
Ssl1,97.55523948,0.230826529,2.713123575,0.085077779,0.932199556,0.981592768,
sni,144.1389721,-0.150752207,1.797287881,-0.083877607,0.933153744,0.981592768,
CG1636,188.8569844,0.300294105,3.524094961,0.085211695,0.932093093,0.981592768,
CG9065,478.660127,0.147860616,1.770292183,0.083523283,0.933435465,0.981592768,
